"model","academic_year","region","campus","grade","persistence","persistence_type","persistence_type_display","grouped_by","grouped_by_display","level_1","level_2","level_3","level_4","level_5","level"
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Montopolis","7",88.5496183,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,86.4826202835551,88.76,91.0373797164449,93.3147594328898,2
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Montopolis","8",75.8333333,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,86.4826202835551,88.76,91.0373797164449,93.3147594328898,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Montopolis","10",83.6363636,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,86.4826202835551,88.76,91.0373797164449,93.3147594328898,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Montopolis","11",86.0759494,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,86.4826202835551,88.76,91.0373797164449,93.3147594328898,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Parmer Park","3",78.2258065,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,78.2754080048927,81.16,84.0445919951073,86.9291839902145,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Parmer Park","4",71.6981132,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,78.2754080048927,81.16,84.0445919951073,86.9291839902145,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Parmer Park","7",81.147541,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,78.2754080048927,81.16,84.0445919951073,86.9291839902145,2
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Parmer Park","8",61.1111111,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,78.2754080048927,81.16,84.0445919951073,86.9291839902145,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Parmer Park","5",73.1092437,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,78.2754080048927,81.16,84.0445919951073,86.9291839902145,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Parmer Park","6",68.9320388,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,78.2754080048927,81.16,84.0445919951073,86.9291839902145,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Parmer Park","9",76.3779528,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,78.2754080048927,81.16,84.0445919951073,86.9291839902145,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Parmer Park","1",73.553719,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,78.2754080048927,81.16,84.0445919951073,86.9291839902145,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Parmer Park","2",78.3333333,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,78.2754080048927,81.16,84.0445919951073,86.9291839902145,2
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Parmer Park","K",70.3703704,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,78.2754080048927,81.16,84.0445919951073,86.9291839902145,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Pflugerville","3",70.4918033,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,77.7418277671193,80.34,82.9381722328807,85.5363444657614,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Pflugerville","4",77.2357724,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,77.7418277671193,80.34,82.9381722328807,85.5363444657614,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Pflugerville","7",77.0642202,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,77.7418277671193,80.34,82.9381722328807,85.5363444657614,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Pflugerville","8",62.9032258,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,77.7418277671193,80.34,82.9381722328807,85.5363444657614,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Pflugerville","5",72.4409449,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,77.7418277671193,80.34,82.9381722328807,85.5363444657614,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Pflugerville","6",66.40625,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,77.7418277671193,80.34,82.9381722328807,85.5363444657614,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Pflugerville","9",72.4137931,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,77.7418277671193,80.34,82.9381722328807,85.5363444657614,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Pflugerville","10",76.5765766,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,77.7418277671193,80.34,82.9381722328807,85.5363444657614,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Pflugerville","K",79.6610169,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,77.7418277671193,80.34,82.9381722328807,85.5363444657614,2
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Pflugerville","1",77.6859504,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,77.7418277671193,80.34,82.9381722328807,85.5363444657614,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Pflugerville","2",75.6097561,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,77.7418277671193,80.34,82.9381722328807,85.5363444657614,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Round Rock Tech","3",78.2945736,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,77.2727083574447,80.62,83.9672916425553,87.3145832851106,2
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Round Rock Tech","4",78.7878788,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,77.2727083574447,80.62,83.9672916425553,87.3145832851106,2
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Round Rock Tech","7",74.21875,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,77.2727083574447,80.62,83.9672916425553,87.3145832851106,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Round Rock Tech","8",66.1417323,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,77.2727083574447,80.62,83.9672916425553,87.3145832851106,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Round Rock Tech","K",76.4705882,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,77.2727083574447,80.62,83.9672916425553,87.3145832851106,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Round Rock Tech","1",82.962963,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,77.2727083574447,80.62,83.9672916425553,87.3145832851106,3
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Round Rock Tech","2",82.4817518,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,77.2727083574447,80.62,83.9672916425553,87.3145832851106,3
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Round Rock Tech","5",66.3265306,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,77.2727083574447,80.62,83.9672916425553,87.3145832851106,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Round Rock Tech","6",67.3913043,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,77.2727083574447,80.62,83.9672916425553,87.3145832851106,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Rundberg","1",80.1587302,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,84.9738117301459,87.68,90.3861882698541,93.0923765397083,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Rundberg","2",82.9059829,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,84.9738117301459,87.68,90.3861882698541,93.0923765397083,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Rundberg","5",85.483871,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,84.9738117301459,87.68,90.3861882698541,93.0923765397083,2
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Rundberg","6",93.3333333,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,84.9738117301459,87.68,90.3861882698541,93.0923765397083,5
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Rundberg","9",79.1304348,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,84.9738117301459,87.68,90.3861882698541,93.0923765397083,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Rundberg","K",73.9130435,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,84.9738117301459,87.68,90.3861882698541,93.0923765397083,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Rundberg","10",75.7575758,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,84.9738117301459,87.68,90.3861882698541,93.0923765397083,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Rundberg","11",80,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,84.9738117301459,87.68,90.3861882698541,93.0923765397083,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Rundberg","3",82.0512821,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,84.9738117301459,87.68,90.3861882698541,93.0923765397083,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Rundberg","4",87.1794872,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,84.9738117301459,87.68,90.3861882698541,93.0923765397083,2
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Rundberg","7",86.6141732,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,84.9738117301459,87.68,90.3861882698541,93.0923765397083,2
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Rundberg","8",86.4,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,84.9738117301459,87.68,90.3861882698541,93.0923765397083,2
"Level 2/4/5 Goal +/- SPR SD","2022-2023","El Paso","Edgemere","K",85.9060403,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,80.4986167252023,83.43,86.3613832747978,89.2927665495955,3
"Level 2/4/5 Goal +/- SPR SD","2022-2023","El Paso","Edgemere","1",76.0479042,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,80.4986167252023,83.43,86.3613832747978,89.2927665495955,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","El Paso","Edgemere","2",77.2151899,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,80.4986167252023,83.43,86.3613832747978,89.2927665495955,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","El Paso","Edgemere","10",71,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,80.4986167252023,83.43,86.3613832747978,89.2927665495955,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","El Paso","Edgemere","5",75.8064516,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,80.4986167252023,83.43,86.3613832747978,89.2927665495955,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","El Paso","Edgemere","6",66.9724771,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,80.4986167252023,83.43,86.3613832747978,89.2927665495955,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","El Paso","Edgemere","9",71.7647059,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,80.4986167252023,83.43,86.3613832747978,89.2927665495955,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","El Paso","Edgemere","PK",70,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,80.4986167252023,83.43,86.3613832747978,89.2927665495955,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","El Paso","Edgemere","3",82.183908,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,80.4986167252023,83.43,86.3613832747978,89.2927665495955,2
"Level 2/4/5 Goal +/- SPR SD","2022-2023","El Paso","Edgemere","4",82.6771654,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,80.4986167252023,83.43,86.3613832747978,89.2927665495955,2
"Level 2/4/5 Goal +/- SPR SD","2022-2023","El Paso","Edgemere","7",75,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,80.4986167252023,83.43,86.3613832747978,89.2927665495955,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","El Paso","Horizon Vista","5",100,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,77.424956338102,83.37,89.315043661898,95.2600873237959,5
"Level 2/4/5 Goal +/- SPR SD","2022-2023","El Paso","Horizon Vista","6",69.9029126,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,77.424956338102,83.37,89.315043661898,95.2600873237959,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","El Paso","Horizon Vista","K",80.9160305,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,77.424956338102,83.37,89.315043661898,95.2600873237959,2
"Level 2/4/5 Goal +/- SPR SD","2022-2023","El Paso","Horizon Vista","1",83.7209302,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,77.424956338102,83.37,89.315043661898,95.2600873237959,3
"Level 2/4/5 Goal +/- SPR SD","2022-2023","El Paso","Horizon Vista","2",86.2903226,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,77.424956338102,83.37,89.315043661898,95.2600873237959,3
"Level 2/4/5 Goal +/- SPR SD","2022-2023","El Paso","Horizon Vista","3",86.2903226,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,77.424956338102,83.37,89.315043661898,95.2600873237959,3
"Level 2/4/5 Goal +/- SPR SD","2022-2023","El Paso","Horizon Vista","4",74.5762712,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,77.424956338102,83.37,89.315043661898,95.2600873237959,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","El Paso","Horizon Vista","7",74.015748,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,77.424956338102,83.37,89.315043661898,95.2600873237959,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","El Paso","Horizon Vista","8",55.0847458,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,77.424956338102,83.37,89.315043661898,95.2600873237959,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","El Paso","Horizon Vista","PK",79.0697674,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,77.424956338102,83.37,89.315043661898,95.2600873237959,2
"Level 2/4/5 Goal +/- SPR SD","2022-2023","El Paso","Mesa Hills","PK",82.1428571,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,69.9022403130683,73.71,77.5177596869317,81.3255193738633,5
"Level 2/4/5 Goal +/- SPR SD","2022-2023","El Paso","Mesa Hills","K",73.5714286,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,69.9022403130683,73.71,77.5177596869317,81.3255193738633,2
"Level 2/4/5 Goal +/- SPR SD","2022-2023","El Paso","Mesa Hills","1",78.5714286,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,69.9022403130683,73.71,77.5177596869317,81.3255193738633,4
"Level 2/4/5 Goal +/- SPR SD","2022-2023","El Paso","Mesa Hills","2",77.1084337,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,69.9022403130683,73.71,77.5177596869317,81.3255193738633,3
"Level 2/4/5 Goal +/- SPR SD","2022-2023","El Paso","Mesa Hills","5",100,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,69.9022403130683,73.71,77.5177596869317,81.3255193738633,5
"Level 2/4/5 Goal +/- SPR SD","2022-2023","El Paso","Mesa Hills","6",73.8095238,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,69.9022403130683,73.71,77.5177596869317,81.3255193738633,3
"Level 2/4/5 Goal +/- SPR SD","2022-2023","El Paso","Mesa Hills","9",78.7234043,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,69.9022403130683,73.71,77.5177596869317,81.3255193738633,4
"Level 2/4/5 Goal +/- SPR SD","2022-2023","El Paso","Mesa Hills","3",75.3731343,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,69.9022403130683,73.71,77.5177596869317,81.3255193738633,3
"Level 2/4/5 Goal +/- SPR SD","2022-2023","El Paso","Mesa Hills","4",77.8688525,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,69.9022403130683,73.71,77.5177596869317,81.3255193738633,4
"Level 2/4/5 Goal +/- SPR SD","2022-2023","El Paso","Mesa Hills","7",78.8461538,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,69.9022403130683,73.71,77.5177596869317,81.3255193738633,4
"Level 2/4/5 Goal +/- SPR SD","2022-2023","El Paso","Mesquite Hills","5",100,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,76.8078254625774,81.86,86.9121745374226,91.9643490748452,5
"Level 2/4/5 Goal +/- SPR SD","2022-2023","El Paso","Mesquite Hills","6",84,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,76.8078254625774,81.86,86.9121745374226,91.9643490748452,3
"Level 2/4/5 Goal +/- SPR SD","2022-2023","El Paso","Mesquite Hills","PK",69.5121951,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,76.8078254625774,81.86,86.9121745374226,91.9643490748452,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","El Paso","Mesquite Hills","K",73.8461538,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,76.8078254625774,81.86,86.9121745374226,91.9643490748452,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","El Paso","Mesquite Hills","1",75.5725191,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,76.8078254625774,81.86,86.9121745374226,91.9643490748452,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","El Paso","Mesquite Hills","2",73.8317757,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,76.8078254625774,81.86,86.9121745374226,91.9643490748452,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","El Paso","Mesquite Hills","3",70.4081633,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,76.8078254625774,81.86,86.9121745374226,91.9643490748452,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","El Paso","Mesquite Hills","7",83.4782609,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,76.8078254625774,81.86,86.9121745374226,91.9643490748452,3
"Level 2/4/5 Goal +/- SPR SD","2022-2023","El Paso","Rio Vista","PK",70.8333333,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,76.4807727421861,79.26,82.0392272578139,84.8184545156278,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","El Paso","Rio Vista","5",77.5862069,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,76.4807727421861,79.26,82.0392272578139,84.8184545156278,2
"Level 2/4/5 Goal +/- SPR SD","2022-2023","El Paso","Rio Vista","6",81.4814815,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,76.4807727421861,79.26,82.0392272578139,84.8184545156278,3
"Level 2/4/5 Goal +/- SPR SD","2022-2023","El Paso","Rio Vista","9",76.5432099,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,76.4807727421861,79.26,82.0392272578139,84.8184545156278,2
"Level 2/4/5 Goal +/- SPR SD","2022-2023","El Paso","Rio Vista","K",87.5,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,76.4807727421861,79.26,82.0392272578139,84.8184545156278,5
"Level 2/4/5 Goal +/- SPR SD","2022-2023","El Paso","Rio Vista","1",80.5970149,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,76.4807727421861,79.26,82.0392272578139,84.8184545156278,3
"Level 2/4/5 Goal +/- SPR SD","2022-2023","El Paso","Rio Vista","2",87.5862069,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,76.4807727421861,79.26,82.0392272578139,84.8184545156278,5
"Level 2/4/5 Goal +/- SPR SD","2022-2023","El Paso","Rio Vista","10",72.2222222,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,76.4807727421861,79.26,82.0392272578139,84.8184545156278,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","El Paso","Rio Vista","3",79.2,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,76.4807727421861,79.26,82.0392272578139,84.8184545156278,2
"Level 2/4/5 Goal +/- SPR SD","2022-2023","El Paso","Rio Vista","4",85.840708,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,76.4807727421861,79.26,82.0392272578139,84.8184545156278,5
"Level 2/4/5 Goal +/- SPR SD","2022-2023","El Paso","Rio Vista","7",77.3195876,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,76.4807727421861,79.26,82.0392272578139,84.8184545156278,2
"Level 2/4/5 Goal +/- SPR SD","2022-2023","El Paso","Rio Vista","8",75,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,76.4807727421861,79.26,82.0392272578139,84.8184545156278,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Greater Houston Area","Hardy","K",72.5925926,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,78.1850446940563,79.98,81.7749553059437,83.5699106118874,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Greater Houston Area","Hardy","1",73.7588652,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,78.1850446940563,79.98,81.7749553059437,83.5699106118874,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Greater Houston Area","Hardy","2",68.3823529,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,78.1850446940563,79.98,81.7749553059437,83.5699106118874,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Greater Houston Area","Hardy","5",64.7058824,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,78.1850446940563,79.98,81.7749553059437,83.5699106118874,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Greater Houston Area","Hardy","6",73.2394366,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,78.1850446940563,79.98,81.7749553059437,83.5699106118874,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Greater Houston Area","Hardy","3",71.0344828,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,78.1850446940563,79.98,81.7749553059437,83.5699106118874,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Greater Houston Area","Hardy","4",77.1428571,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,78.1850446940563,79.98,81.7749553059437,83.5699106118874,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Greater Houston Area","Hardy","7",74.1258741,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,78.1850446940563,79.98,81.7749553059437,83.5699106118874,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Greater Houston Area","Hardy","8",71.6216216,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,78.1850446940563,79.98,81.7749553059437,83.5699106118874,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Greater Houston Area","Lake Houston","3",78.90625,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,72.2198887211091,77.61,83.0001112788909,88.3902225577818,3
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Greater Houston Area","Lake Houston","4",100,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,72.2198887211091,77.61,83.0001112788909,88.3902225577818,5
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Greater Houston Area","Lake Houston","7",91.8518519,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,72.2198887211091,77.61,83.0001112788909,88.3902225577818,5
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Greater Houston Area","Lake Houston","K",72.027972,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,72.2198887211091,77.61,83.0001112788909,88.3902225577818,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Greater Houston Area","Lake Houston","1",79.8449612,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,72.2198887211091,77.61,83.0001112788909,88.3902225577818,3
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Greater Houston Area","Lake Houston","2",76.9230769,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,72.2198887211091,77.61,83.0001112788909,88.3902225577818,2
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Greater Houston Area","Lake Houston","5",100,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,72.2198887211091,77.61,83.0001112788909,88.3902225577818,5
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Greater Houston Area","Lake Houston","6",90.6976744,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,72.2198887211091,77.61,83.0001112788909,88.3902225577818,5
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Greater Houston Area","Spears","PK",50,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,76.0554334308469,79.97,83.8845665691531,87.7991331383061,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Greater Houston Area","Spears","3",64.6153846,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,76.0554334308469,79.97,83.8845665691531,87.7991331383061,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Greater Houston Area","Spears","4",69.4656489,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,76.0554334308469,79.97,83.8845665691531,87.7991331383061,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Greater Houston Area","Spears","7",76.3779528,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,76.0554334308469,79.97,83.8845665691531,87.7991331383061,2
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Greater Houston Area","Spears","8",60.5839416,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,76.0554334308469,79.97,83.8845665691531,87.7991331383061,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Greater Houston Area","Spears","K",67.1755725,"FDOP","First Day of Persistience","academic_year | persistence_type | region | campus","Campuses",0,76.0554334308469,79.97,83.8845665691531,87.7991331383061,1
